"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","ImmFactor"
"2675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676",81,80,81,81,81,81,89,82,81,81,81,80,81,79,NA,"favorable"
"2677",58,67,29,99,100,95,33,100,99,55,13,100,78,100,84,"favorable"
"2678",75,73,84,100,71,83,50,44,100,33,9,50,90,84,1,"favorable"
"2679",NA,99,39,47,NA,50,99,51,NA,0,52,52,56,31,52,NA
"2680",80,70,50,54,55,93,93,75,70,81,37,70,54,55,0,"lightly favorable"
"2681",91,93,88,90,86,93,62,88,86,77,5,93,95,71,3,"favorable"
"2682",59,43,48,78,1,81,76,0,46,0,NA,32,0,44,NA,"unfavorable"
"2683",7,100,100,100,7,99,100,10,51,8,67,13,6,100,NA,"lightly favorable"
"2684",89,88,89,89,89,91,89,61,29,21,48,89,42,97,89,"unfavorable"
"2685",89,11,10,16,29,51,80,75,77,97,58,NA,81,36,84,"favorable"
"2686",72,100,68,56,59,85,10,88,50,52,3,80,71,81,NA,"unfavorable"
"2687",61,56,58,59,10,77,89,6,48,3,44,29,4,92,50,"unfavorable"
"2688",82,NA,88,89,57,85,83,43,33,22,8,84,67,79,46,"unfavorable"
"2689",78,26,8,1,34,1,69,53,81,60,2,78,80,0,0,"favorable"
"2690",90,96,98,95,98,98,81,96,89,76,72,92,53,91,NA,"favorable"
"2691",100,50,100,100,100,100,50,100,100,50,4,100,80,90,NA,"favorable"
"2692",97,62,69,51,64,61,91,81,50,81,43,64,58,63,NA,"unfavorable"
"2693",65,69,65,69,38,60,99,46,53,2,50,51,20,90,70,"lightly favorable"
"2694",53,50,50,50,50,51,51,51,51,26,3,51,25,75,52,"lightly favorable"
"2695",61,80,60,NA,NA,NA,84,NA,62,NA,NA,50,NA,80,NA,"lightly favorable"
"2696",49,50,2,21,1,99,99,3,1,0,6,34,6,100,2,"strongly unfaborable"
"2697",85,90,95,76,79,94,95,96,87,31,32,94,2,94,11,"favorable"
"2698",50,52,95,50,0,90,95,2,52,0,0,0,21,100,2,"lightly favorable"
"2699",89,90,99,91,80,70,90,50,63,79,40,51,80,100,NA,"lightly favorable"
"2700",53,59,52,51,45,51,50,32,45,2,27,16,19,67,NA,"unfavorable"
"2701",100,89,100,100,100,99,96,89,100,100,76,100,78,91,0,"favorable"
"2702",75,88,54,73,49,69,97,24,57,1,50,49,31,99,51,"lightly favorable"
"2703",50,50,51,47,35,34,33,47,50,47,37,51,100,54,0,"unfavorable"
"2704",72,77,76,77,31,77,80,26,60,35,51,37,38,79,NA,"lightly favorable"
"2705",30,89,61,10,4,65,100,1,49,1,2,1,9,50,1,"unfavorable"
"2706",92,92,93,92,92,91,88,41,92,61,82,80,40,83,79,"favorable"
"2707",99,96,77,96,78,97,99,38,74,0,NA,95,NA,97,NA,"lightly favorable"
"2708",61,58,56,57,20,63,64,62,63,65,58,NA,66,NA,NA,"lightly favorable"
"2709",88,70,42,73,75,87,97,27,32,95,24,71,49,48,50,"unfavorable"
"2710",86,44,46,56,NA,50,45,NA,20,NA,NA,51,44,45,NA,"strongly unfaborable"
"2711",81,81,81,81,81,81,79,91,81,65,20,81,91,81,0,"favorable"
"2712",29,51,50,51,50,50,61,3,50,20,3,51,50,90,51,"unfavorable"
"2713",81,81,81,81,59,80,79,NA,72,5,13,83,78,81,NA,"lightly favorable"
"2714",81,79,78,81,76,80,27,79,76,99,77,53,81,79,2,"favorable"
"2715",90,90,90,90,90,91,90,91,90,59,45,94,60,94,10,"favorable"
"2716",69,100,89,NA,10,98,100,2,76,2,50,50,5,98,9,"favorable"
"2717",90,93,79,50,1,91,99,2,25,1,3,50,4,97,100,"strongly unfaborable"
"2718",50,25,50,50,50,75,10,63,50,75,5,77,74,30,0,"unfavorable"
"2719",48,60,52,78,52,84,50,35,42,50,54,43,43,40,54,"unfavorable"
"2720",50,50,50,50,50,50,31,90,50,70,20,70,60,40,1,"unfavorable"
"2721",51,50,51,52,50,51,70,31,46,28,7,51,50,93,21,"unfavorable"
"2722",100,98,99,100,100,99,98,100,99,30,28,99,50,98,52,"favorable"
"2723",69,74,79,74,76,70,71,72,81,80,51,80,91,70,3,"favorable"
"2724",59,70,66,50,17,68,100,63,38,25,46,70,83,99,44,"unfavorable"
"2725",99,94,98,95,26,99,99,50,25,50,0,50,0,100,NA,"strongly unfaborable"
"2726",80,50,50,50,50,NA,10,NA,50,80,30,50,98,20,NA,"unfavorable"
"2727",50,50,50,50,50,90,75,1,50,1,50,50,0,81,89,"unfavorable"
"2728",85,92,77,81,72,78,91,13,11,1,5,1,53,100,10,"strongly unfaborable"
"2729",41,80,19,29,9,13,100,10,14,NA,30,1,80,53,NA,"strongly unfaborable"
"2730",89,88,88,86,91,88,90,79,89,42,19,71,80,99,3,"favorable"
"2731",70,56,56,58,78,59,51,46,78,42,27,74,53,34,6,"favorable"
"2732",90,90,96,100,100,100,85,76,96,30,5,100,79,86,3,"favorable"
"2733",10,94,1,100,1,100,100,1,0,0,51,0,0,79,54,"strongly unfaborable"
"2734",NA,NA,NA,NA,0,1,1,1,1,2,1,NA,NA,2,1,"strongly unfaborable"
"2735",56,100,49,52,40,50,99,99,35,82,57,51,70,100,46,"unfavorable"
"2736",91,91,83,42,20,90,100,31,42,20,31,41,100,100,50,"unfavorable"
"2737",75,79,80,89,69,83,23,76,84,79,6,91,63,79,1,"favorable"
"2738",41,40,98,76,5,50,97,9,35,0,NA,13,NA,50,NA,"unfavorable"
"2739",100,91,100,100,100,100,100,100,51,100,50,0,100,31,0,"lightly favorable"
"2740",71,80,79,78,62,79,29,52,41,39,50,72,50,89,37,"unfavorable"
"2741",53,51,52,50,25,51,80,28,26,4,29,19,28,97,52,"unfavorable"
"2742",100,89,60,80,0,100,100,0,0,0,3,0,1,50,2,"strongly unfaborable"
"2743",86,94,89,94,50,89,100,1,41,1,94,5,17,98,50,"unfavorable"
"2744",77,81,78,79,53,80,80,61,53,30,54,70,56,78,55,"lightly favorable"
"2745",28,94,75,72,7,80,80,79,30,25,4,60,67,98,50,"unfavorable"
"2746",90,95,94,90,60,95,100,31,94,29,21,50,70,69,79,"favorable"
"2747",73,80,81,83,70,81,51,57,49,49,48,81,80,78,52,"unfavorable"
"2748",51,84,77,66,31,50,76,50,74,15,50,1,50,84,50,"lightly favorable"
"2749",99,35,91,90,95,99,19,97,85,100,10,100,90,40,0,"favorable"
"2750",52,50,82,76,75,87,44,76,78,50,7,90,88,82,2,"favorable"
"2751",59,47,56,59,61,59,50,63,71,68,40,60,54,42,19,"lightly favorable"
"2752",81,95,80,79,9,80,90,4,51,NA,12,31,25,96,50,"lightly favorable"
"2753",50,50,49,85,98,53,54,51,100,53,5,52,54,51,3,"favorable"
"2754",NA,53,97,77,NA,99,81,50,1,2,25,51,8,99,NA,"strongly unfaborable"
"2755",10,91,11,50,1,50,85,4,6,1,50,2,1,100,NA,"strongly unfaborable"
"2756",93,54,52,92,23,19,9,69,72,9,3,98,23,42,0,"lightly favorable"
"2757",100,75,100,100,62,100,21,100,99,100,44,100,100,83,6,"favorable"
"2758",100,100,100,100,100,100,100,100,100,50,39,100,100,74,2,"favorable"
"2759",61,64,66,64,56,65,79,42,44,32,61,45,44,81,60,"unfavorable"
"2760",99,94,99,95,50,90,98,0,88,3,88,50,10,94,1,"favorable"
"2761",57,86,61,65,50,70,97,50,84,26,55,49,51,89,51,"favorable"
"2762",84,69,75,90,73,87,49,99,90,69,16,75,76,78,11,"favorable"
"2763",81,97,58,69,5,95,90,11,5,12,11,3,6,98,50,"strongly unfaborable"
"2764",72,75,79,74,75,77,49,13,79,NA,88,91,NA,96,50,"favorable"
"2765",36,51,51,51,0,51,51,0,51,0,0,51,27,71,51,"lightly favorable"
"2766",25,90,30,50,1,90,75,3,2,0,80,20,1,99,48,"strongly unfaborable"
"2767",75,76,78,78,76,71,82,51,77,50,5,75,82,79,5,"favorable"
"2768",52,42,52,56,34,51,60,50,42,41,40,50,51,7,NA,"unfavorable"
"2769",90,87,86,86,88,85,94,84,88,17,90,88,24,88,14,"favorable"
"2770",46,48,34,80,28,40,59,6,1,0,1,2,1,66,3,"strongly unfaborable"
"2771",89,79,91,91,79,90,12,89,90,75,21,98,89,93,6,"favorable"
"2772",32,50,49,78,NA,83,53,NA,61,NA,NA,53,76,99,NA,"lightly favorable"
"2773",51,51,52,51,51,51,31,51,50,31,2,51,81,45,1,"unfavorable"
"2774",55,70,75,90,25,80,85,50,50,5,3,25,60,80,4,"unfavorable"
"2775",NA,NA,NA,NA,NA,NA,NA,1,84,1,0,NA,21,NA,0,"favorable"
"2776",75,78,6,45,3,77,80,3,4,3,3,44,44,84,3,"strongly unfaborable"
"2777",95,100,94,97,73,99,99,57,66,66,64,91,75,98,53,"lightly favorable"
"2778",90,90,85,85,50,85,60,70,80,13,40,90,50,90,5,"favorable"
"2779",84,89,87,78,3,92,86,50,38,0,0,89,21,95,49,"unfavorable"
"2780",53,53,52,52,51,51,53,55,50,52,53,50,49,48,NA,"unfavorable"
"2781",NA,95,77,98,NA,97,94,NA,NA,NA,62,90,NA,94,NA,NA
"2782",54,57,45,56,38,96,98,23,42,29,37,32,44,98,NA,"unfavorable"
"2783",90,NA,NA,NA,10,90,100,1,NA,1,NA,NA,5,95,NA,NA
"2784",100,79,100,100,90,100,90,100,80,100,0,100,100,89,0,"favorable"
"2785",76,77,77,75,74,76,78,69,69,55,20,79,55,81,6,"lightly favorable"
"2786",70,75,33,74,26,95,40,94,57,55,51,44,46,94,50,"lightly favorable"
"2787",50,98,51,100,2,50,99,50,1,3,30,1,50,99,NA,"strongly unfaborable"
"2788",49,74,50,78,27,52,76,3,3,3,2,51,6,100,50,"strongly unfaborable"
"2789",100,100,98,95,NA,100,98,NA,82,NA,15,78,NA,99,0,"favorable"
"2790",90,81,90,100,70,100,60,11,66,11,70,50,10,90,50,"lightly favorable"
"2791",38,97,59,81,NA,100,67,28,NA,NA,32,89,75,58,NA,NA
"2792",78,80,100,62,53,100,100,29,58,5,53,81,26,100,52,"lightly favorable"
"2793",50,66,55,95,51,88,79,49,50,6,39,92,100,100,4,"unfavorable"
"2794",76,81,76,70,51,85,89,26,61,6,76,81,34,79,NA,"lightly favorable"
"2795",74,97,50,58,0,97,93,20,8,0,50,1,9,98,91,"strongly unfaborable"
"2796",90,93,91,88,64,90,94,14,64,3,68,71,60,85,5,"lightly favorable"
"2797",50,50,100,100,80,100,71,20,79,53,11,100,80,96,1,"favorable"
"2798",80,51,90,80,71,60,50,100,91,76,1,100,80,50,1,"favorable"
"2799",95,94,96,97,96,93,99,83,94,84,48,88,81,100,1,"favorable"
"2800",96,100,99,100,99,28,4,76,100,100,33,99,100,39,3,"favorable"
"2801",80,41,80,81,50,55,NA,82,75,55,NA,90,13,44,NA,"lightly favorable"
"2802",80,32,77,79,70,75,28,88,68,46,11,98,84,57,0,"lightly favorable"
"2803",96,56,90,61,53,70,80,81,61,NA,6,51,NA,25,NA,"lightly favorable"
"2804",50,50,51,50,28,51,100,21,30,6,50,52,6,100,50,"unfavorable"
"2805",55,98,50,95,4,97,100,50,10,50,49,46,81,76,50,"strongly unfaborable"
"2806",72,80,78,77,36,85,85,30,89,6,67,79,25,89,7,"favorable"
"2807",57,61,40,39,9,53,74,59,37,16,48,21,72,92,50,"unfavorable"
"2808",90,95,94,95,27,96,99,21,50,2,50,96,6,97,51,"unfavorable"
"2809",66,84,45,80,57,83,84,19,71,NA,24,50,47,97,48,"lightly favorable"
"2810",40,76,66,70,11,88,88,55,40,11,50,50,35,89,NA,"unfavorable"
"2811",100,52,94,100,94,97,48,99,91,88,44,100,84,76,2,"favorable"
"2812",91,100,93,99,27,98,100,NA,89,NA,62,25,27,99,3,"favorable"
"2813",50,50,50,0,25,50,100,41,50,NA,45,50,50,99,50,"unfavorable"
"2814",64,82,42,75,45,78,77,59,45,6,38,77,67,85,6,"unfavorable"
"2815",81,81,66,80,82,80,80,51,51,0,5,81,55,90,NA,"lightly favorable"
"2816",100,100,100,100,100,100,51,100,80,80,50,100,59,100,NA,"favorable"
"2817",50,50,50,50,NA,50,50,NA,50,NA,50,50,NA,100,50,"unfavorable"
"2818",81,90,55,50,49,81,98,50,51,7,68,7,28,100,29,"lightly favorable"
"2819",90,89,90,89,95,94,90,79,79,89,50,80,78,61,67,"favorable"
"2820",61,51,55,50,50,66,51,20,30,6,45,52,26,77,89,"unfavorable"
"2821",79,79,80,79,75,73,80,72,80,21,30,75,59,79,66,"favorable"
"2822",100,100,100,100,100,100,100,100,100,18,36,100,56,100,24,"favorable"
"2823",80,90,70,75,50,80,90,60,50,0,40,70,50,100,NA,"unfavorable"
"2824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825",81,81,81,85,38,81,75,10,NA,3,NA,81,50,94,NA,NA
"2826",51,100,31,53,5,52,100,5,7,5,60,52,5,100,51,"strongly unfaborable"
"2827",100,99,100,100,27,100,100,27,52,3,55,95,29,100,49,"lightly favorable"
"2828",80,100,80,100,80,100,100,10,50,2,15,50,31,100,0,"unfavorable"
"2829",60,87,70,63,6,97,97,9,5,2,1,42,6,100,74,"strongly unfaborable"
"2830",97,98,95,97,21,97,100,18,50,17,3,99,7,98,99,"unfavorable"
"2831",46,77,50,89,1,51,80,1,50,1,11,2,45,51,50,"unfavorable"
"2832",34,71,40,50,51,68,51,95,51,71,7,50,38,74,4,"lightly favorable"
"2833",75,55,71,80,71,86,54,94,72,60,NA,79,99,54,NA,"lightly favorable"
"2834",51,51,51,51,8,50,80,1,80,1,41,10,51,91,69,"favorable"
"2835",91,91,87,91,2,100,100,2,70,0,72,4,3,100,49,"lightly favorable"
"2836",40,100,45,59,6,80,100,49,38,3,80,38,24,98,50,"unfavorable"
"2837",85,50,85,100,60,90,90,40,80,10,20,80,26,95,31,"favorable"
"2838",100,11,87,84,88,83,NA,100,94,91,51,96,70,91,NA,"favorable"
"2839",100,32,50,50,80,50,26,100,85,65,NA,97,100,40,NA,"favorable"
"2840",51,52,50,50,20,52,40,61,27,51,9,41,6,20,0,"unfavorable"
"2841",50,50,50,50,20,60,60,10,50,0,50,40,20,90,NA,"unfavorable"
"2842",89,84,79,81,78,98,99,79,81,29,35,51,100,100,26,"favorable"
"2843",65,79,1,69,1,70,100,0,0,0,0,0,0,100,69,"strongly unfaborable"
"2844",83,91,84,86,65,96,98,50,NA,25,73,NA,51,97,50,NA
"2845",70,70,66,62,47,69,93,41,53,37,25,50,19,59,45,"lightly favorable"
"2846",90,91,90,90,15,95,97,6,91,0,24,31,17,94,1,"favorable"
"2847",100,51,99,100,100,80,14,100,99,99,1,100,99,90,0,"favorable"
"2848",55,55,56,55,25,55,80,15,55,15,40,15,25,90,15,"lightly favorable"
"2849",53,85,74,86,24,73,71,19,54,5,53,56,38,94,51,"lightly favorable"
"2850",15,80,62,83,29,82,79,22,25,8,60,47,14,85,4,"strongly unfaborable"
"2851",96,50,88,85,87,91,94,50,87,74,9,94,28,96,50,"favorable"
"2852",41,51,89,51,50,51,89,31,30,0,50,52,18,100,50,"unfavorable"
"2853",NA,95,NA,31,NA,70,60,NA,NA,NA,11,26,6,80,31,NA
"2854",73,55,80,72,75,72,28,74,69,77,2,94,50,57,0,"lightly favorable"
"2855",50,70,76,75,54,90,90,24,38,15,42,50,62,90,46,"unfavorable"
"2856",50,50,50,50,20,50,50,21,50,1,30,50,11,100,20,"unfavorable"
"2857",50,50,70,63,30,88,87,11,50,0,50,7,5,77,NA,"unfavorable"
"2858",75,12,83,88,94,91,92,22,66,100,57,30,27,44,87,"lightly favorable"
"2859",61,100,83,69,77,71,100,9,62,0,100,57,1,97,NA,"lightly favorable"
"2860",96,49,91,91,80,91,49,76,95,90,5,92,91,10,0,"favorable"
"2861",100,100,69,63,7,53,5,100,6,100,5,99,15,10,51,"strongly unfaborable"
"2862",100,50,100,98,99,100,50,50,99,50,1,100,100,1,1,"favorable"
"2863",73,87,85,82,84,52,81,50,67,65,11,81,81,78,15,"lightly favorable"
"2864",50,50,50,50,22,50,50,25,27,1,12,50,21,81,26,"unfavorable"
"2865",50,50,50,50,25,75,90,12,54,3,50,50,25,60,5,"lightly favorable"
"2866",92,50,81,76,56,94,98,0,54,13,7,50,1,97,12,"lightly favorable"
"2867",79,77,19,47,28,50,69,50,6,4,6,50,75,98,20,"strongly unfaborable"
"2868",59,84,53,81,16,50,88,11,36,3,25,45,16,97,27,"unfavorable"
"2869",27,83,16,20,2,18,92,18,19,1,6,8,41,96,18,"strongly unfaborable"
"2870",99,99,100,100,100,99,100,99,100,99,100,100,99,99,100,"favorable"
"2871",50,80,79,74,52,77,100,52,51,13,60,52,30,99,NA,"lightly favorable"
"2872",100,100,100,47,77,100,100,NA,61,NA,NA,100,63,100,NA,"lightly favorable"
"2873",30,90,20,50,0,50,50,50,0,0,51,50,20,90,50,"strongly unfaborable"
"2874",51,50,0,22,1,76,100,0,0,1,1,0,1,100,80,"strongly unfaborable"
"2875",47,92,28,48,14,50,92,21,25,1,22,21,21,89,23,"strongly unfaborable"
"2876",50,78,42,8,12,72,81,10,41,2,79,72,2,99,21,"unfavorable"
"2877",99,99,100,98,91,99,100,100,99,79,50,99,99,99,6,"favorable"
"2878",76,69,79,79,90,80,96,79,79,50,52,50,61,94,NA,"favorable"
"2879",NA,85,NA,91,69,94,90,86,91,81,25,90,62,78,2,"favorable"
"2880",96,52,91,88,91,97,87,99,90,97,1,93,96,77,1,"favorable"
"2881",100,100,100,100,100,100,91,100,100,100,46,100,80,100,1,"favorable"
"2882",90,91,90,90,91,90,55,92,90,60,0,90,69,75,0,"favorable"
"2883",90,64,90,89,86,85,43,87,82,88,7,90,74,38,2,"favorable"
"2884",73,88,61,71,0,74,86,71,6,73,50,72,75,92,14,"strongly unfaborable"
"2885",86,88,84,90,85,77,86,NA,88,83,21,21,NA,89,NA,"favorable"
"2886",89,100,91,87,50,87,92,71,76,2,62,81,45,90,21,"favorable"
"2887",90,96,90,90,52,90,94,3,90,2,89,90,8,99,49,"favorable"
"2888",97,31,87,72,66,92,74,33,72,81,9,17,30,97,NA,"lightly favorable"
"2889",92,36,77,89,56,58,47,50,69,29,13,100,65,24,1,"lightly favorable"
"2890",55,81,50,55,40,55,100,20,40,0,56,45,40,100,0,"unfavorable"
"2891",99,100,100,99,100,100,100,99,99,79,31,100,100,81,4,"favorable"
"2892",79,94,93,90,77,93,95,62,93,25,61,90,75,95,5,"favorable"
"2893",46,96,36,50,50,50,1,49,35,60,1,53,56,40,6,"unfavorable"
"2894",64,72,81,61,55,80,41,55,65,25,1,53,91,60,5,"lightly favorable"
"2895",67,95,67,60,NA,97,95,1,1,NA,22,1,1,89,NA,"strongly unfaborable"
"2896",NA,94,55,54,58,58,60,49,55,89,50,70,65,81,NA,"lightly favorable"
"2897",100,100,100,75,25,100,100,40,5,51,42,11,100,100,50,"strongly unfaborable"
"2898",52,49,53,53,49,56,51,52,52,51,54,47,53,49,56,"lightly favorable"
"2899",91,91,90,89,89,90,97,39,91,9,50,89,5,96,50,"favorable"
"2900",NA,97,NA,91,86,91,94,66,78,95,NA,79,61,97,50,"favorable"
"2901",78,63,48,50,16,78,70,47,19,1,39,0,49,100,NA,"strongly unfaborable"
"2902",66,93,40,84,28,82,98,25,31,2,9,55,65,100,55,"unfavorable"
"2903",82,53,50,48,NA,NA,NA,NA,13,3,NA,100,95,NA,NA,"strongly unfaborable"
"2904",80,76,90,79,51,81,50,79,90,79,11,90,70,90,2,"favorable"
"2905",50,50,40,50,50,50,50,50,45,50,50,50,50,60,50,"unfavorable"
"2906",30,31,31,30,27,31,30,20,26,31,30,30,35,36,30,"unfavorable"
"2907",38,67,56,17,8,74,46,47,25,22,6,50,85,77,8,"strongly unfaborable"
"2908",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2909",96,87,80,87,75,98,50,97,77,78,47,100,76,90,0,"favorable"
"2910",82,84,77,100,51,78,22,2,53,5,56,96,19,94,30,"lightly favorable"
"2911",79,91,80,89,78,83,100,91,84,79,58,69,69,91,79,"favorable"
"2912",62,55,66,62,44,66,92,13,50,9,50,59,17,69,NA,"unfavorable"
"2913",73,80,77,78,78,80,82,13,77,8,55,56,25,81,51,"favorable"
"2914",83,77,85,84,69,87,63,86,61,81,8,81,96,37,4,"lightly favorable"
"2915",44,60,48,61,51,80,59,60,60,1,3,60,50,80,11,"lightly favorable"
"2916",56,89,49,81,21,97,97,61,79,0,69,9,22,97,1,"favorable"
"2917",100,50,50,50,50,50,75,0,25,50,0,0,50,50,NA,"strongly unfaborable"
"2918",91,91,91,90,88,94,89,90,88,80,12,94,98,96,0,"favorable"
"2919",100,100,96,100,94,100,99,99,100,100,90,100,61,96,90,"favorable"
"2920",85,85,85,85,5,85,85,5,55,0,5,55,20,90,0,"lightly favorable"
"2921",95,50,90,88,92,87,7,94,87,99,1,91,95,2,2,"favorable"
"2922",85,65,75,50,50,50,60,51,50,95,9,75,65,55,3,"unfavorable"
"2923",89,85,90,93,98,99,47,92,85,85,13,95,100,70,5,"favorable"
"2924",67,63,69,65,65,70,73,50,69,37,17,79,32,80,51,"lightly favorable"
"2925",91,50,74,85,29,75,73,76,51,25,50,66,42,99,50,"lightly favorable"
"2926",NA,NA,50,50,50,50,50,50,50,50,11,50,50,50,NA,"unfavorable"
"2927",100,25,100,100,100,100,100,100,100,100,0,100,100,25,0,"favorable"
"2928",51,50,51,50,51,50,50,52,7,0,0,100,0,97,0,"strongly unfaborable"
"2929",43,NA,56,49,4,NA,99,3,NA,41,NA,69,28,82,NA,NA
"2930",87,97,74,83,81,89,95,91,91,90,86,86,95,88,91,"favorable"
"2931",77,80,94,90,NA,85,86,20,60,6,1,50,29,NA,NA,"lightly favorable"
"2932",70,100,20,51,21,99,99,10,9,1,21,1,51,100,17,"strongly unfaborable"
"2933",75,50,51,50,45,50,80,0,21,45,1,51,10,97,NA,"strongly unfaborable"
"2934",89,99,86,78,85,86,98,69,75,89,69,10,94,91,73,"lightly favorable"
"2935",99,91,80,89,91,91,100,21,80,13,52,90,12,100,22,"favorable"
"2936",75,77,78,51,50,78,95,28,94,25,54,53,25,88,50,"favorable"
"2937",56,65,41,60,7,55,86,11,76,0,16,10,11,90,50,"favorable"
"2938",50,50,50,50,21,100,71,45,41,NA,26,50,31,61,0,"unfavorable"
"2939",92,93,78,87,52,70,92,53,29,52,52,86,63,90,NA,"unfavorable"
"2940",50,88,78,76,33,66,75,76,42,30,59,79,75,69,19,"unfavorable"
"2941",51,94,55,31,6,84,95,18,45,7,23,12,93,97,NA,"unfavorable"
"2942",70,100,64,60,50,50,50,51,45,50,50,100,61,76,NA,"unfavorable"
"2943",79,98,50,80,11,50,100,78,50,49,3,0,49,9,NA,"unfavorable"
"2944",79,81,81,81,80,80,99,50,81,51,30,6,91,99,51,"favorable"
"2945",83,80,70,97,90,99,94,83,81,3,41,97,94,99,NA,"favorable"
"2946",89,99,89,78,50,100,98,28,51,29,59,50,29,100,49,"lightly favorable"
"2947",80,92,81,87,85,88,94,84,77,72,69,72,67,85,65,"favorable"
"2948",80,100,50,91,20,96,100,51,50,50,50,77,52,100,51,"unfavorable"
"2949",75,90,95,90,50,90,75,75,41,3,2,90,60,100,50,"unfavorable"
"2950",100,79,78,80,52,NA,99,73,30,88,4,79,78,72,NA,"unfavorable"
"2951",100,100,36,90,9,56,51,79,41,98,54,95,54,87,97,"unfavorable"
"2952",70,90,50,50,50,56,50,NA,44,75,31,56,50,55,NA,"unfavorable"
"2953",100,100,84,100,100,100,82,100,79,54,2,100,100,100,1,"favorable"
"2954",27,75,74,76,61,75,77,88,79,79,NA,72,75,76,81,"favorable"
"2955",NA,93,76,79,66,82,93,NA,NA,80,NA,90,81,79,NA,NA
"2956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2957",91,65,61,51,53,57,66,75,66,67,40,76,18,52,NA,"lightly favorable"
"2958",49,45,51,56,42,50,9,50,52,41,41,51,50,98,0,"lightly favorable"
"2959",87,87,88,91,86,94,88,51,82,26,13,91,50,56,10,"favorable"
"2960",78,78,70,78,78,78,50,78,80,70,15,78,85,64,10,"favorable"
"2961",50,50,50,50,40,50,50,50,50,15,50,50,20,50,50,"unfavorable"
"2962",80,99,52,53,1,31,100,29,51,51,53,1,80,NA,50,"lightly favorable"
"2963",52,50,50,50,51,50,80,41,56,30,50,50,36,91,28,"lightly favorable"
"2964",59,69,21,62,10,51,99,21,7,20,22,NA,30,79,10,"strongly unfaborable"
"2965",91,97,90,80,90,90,100,90,60,91,22,98,51,100,70,"lightly favorable"
"2966",64,100,NA,78,NA,100,88,69,NA,NA,NA,51,18,88,NA,NA
"2967",79,75,71,60,47,81,89,51,57,54,36,79,99,87,NA,"lightly favorable"
"2968",79,93,75,96,54,83,99,46,64,0,29,84,38,98,49,"lightly favorable"
"2969",51,30,30,50,30,51,78,30,30,3,50,30,10,37,50,"unfavorable"
"2970",72,67,45,NA,NA,NA,47,NA,32,53,12,54,31,65,NA,"unfavorable"
"2971",86,84,80,76,69,81,44,84,50,67,44,79,63,74,6,"unfavorable"
"2972",48,97,49,28,5,48,100,14,13,3,9,49,34,99,100,"strongly unfaborable"
"2973",69,81,67,67,56,69,87,68,80,24,46,35,24,74,NA,"favorable"
"2974",98,2,100,98,98,98,3,98,100,98,0,100,100,12,3,"favorable"
"2975",86,95,92,95,31,86,92,1,51,0,3,27,58,88,32,"lightly favorable"
"2976",49,49,51,53,51,50,79,59,17,8,6,51,12,52,4,"strongly unfaborable"
"2977",61,100,78,79,43,80,90,50,78,NA,81,50,45,90,86,"favorable"
"2978",13,56,10,31,6,52,45,50,21,5,3,87,53,81,3,"strongly unfaborable"
"2979",15,91,25,77,4,31,99,9,26,1,51,30,10,97,82,"unfavorable"
"2980",81,79,84,89,13,77,98,50,21,5,52,14,79,95,NA,"strongly unfaborable"
"2981",97,81,100,66,39,100,99,2,8,2,1,100,10,92,33,"strongly unfaborable"
"2982",85,79,79,77,69,85,30,78,69,78,40,88,65,69,1,"lightly favorable"
"2983",68,63,63,67,13,76,29,100,71,75,26,73,59,50,1,"lightly favorable"
"2984",45,81,55,48,3,50,100,25,45,0,43,25,50,70,29,"unfavorable"
"2985",31,94,32,30,NA,NA,52,NA,NA,NA,NA,52,NA,85,NA,NA
"2986",60,25,75,100,75,100,40,60,75,30,5,100,58,100,0,"lightly favorable"
"2987",NA,NA,NA,11,NA,NA,91,53,35,NA,13,NA,NA,14,NA,"unfavorable"
"2988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989",80,98,86,95,83,92,78,90,74,81,11,94,58,95,7,"lightly favorable"
"2990",99,99,92,92,90,99,99,99,92,99,12,93,99,84,40,"favorable"
"2991",81,57,49,80,8,86,48,88,9,3,8,50,89,96,19,"strongly unfaborable"
"2992",56,90,60,100,1,91,98,9,50,5,79,6,29,99,51,"unfavorable"
"2993",64,21,56,51,33,97,90,19,51,44,5,29,NA,41,NA,"lightly favorable"
"2994",73,100,92,100,NA,100,100,6,NA,NA,1,NA,7,100,1,NA
"2995",53,92,98,53,35,63,45,15,54,25,15,50,16,97,19,"lightly favorable"
"2996",91,90,92,89,92,81,91,73,86,56,55,90,50,92,7,"favorable"
"2997",99,99,99,94,52,55,54,66,50,99,48,99,53,51,51,"unfavorable"
"2998",100,95,97,95,92,100,99,97,81,100,61,91,97,84,12,"favorable"
