"ft_black_2016","ft_white_2016","ft_hisp_2016","ft_asian_2016","ft_muslim_2016","ft_jew_2016","ft_christ_2016","ft_fem_2016","ft_immig_2016","ft_blm_2016","ft_wallst_2016","ft_gays_2016","ft_unions_2016","ft_police_2016","ft_altright_2016","ImmFactor"
"6776",100,30,51,50,50,95,14,94,55,100,47,56,51,14,9,"lightly favorable"
"6777",78,80,73,82,84,79,82,76,83,77,16,86,83,77,26,"favorable"
"6778",90,90,53,58,60,84,99,45,74,35,51,53,40,97,NA,"lightly favorable"
"6779",83,78,73,73,54,76,92,52,51,98,54,54,55,77,55,"lightly favorable"
"6780",100,100,100,99,99,99,99,100,99,99,9,89,79,49,8,"favorable"
"6781",51,52,40,79,50,50,27,NA,52,76,5,50,51,50,5,"lightly favorable"
"6782",NA,NA,NA,NA,NA,88,NA,NA,NA,98,NA,NA,83,79,NA,NA
"6783",66,74,51,74,59,74,50,76,60,51,27,51,51,79,6,"lightly favorable"
"6784",100,NA,100,100,94,NA,NA,NA,100,99,NA,NA,NA,NA,NA,"favorable"
"6785",67,78,85,78,76,69,99,40,59,29,47,56,76,94,NA,"lightly favorable"
"6786",60,NA,53,92,7,100,100,13,52,10,74,6,51,100,8,"lightly favorable"
"6787",65,71,41,62,53,93,75,14,68,14,NA,41,6,83,NA,"lightly favorable"
"6788",91,88,88,87,0,91,78,27,28,0,NA,98,68,51,61,"unfavorable"
"6789",95,95,95,96,5,100,97,25,96,26,45,52,85,80,60,"favorable"
"6790",50,50,50,50,41,50,50,25,50,10,51,50,20,90,50,"unfavorable"
"6791",NA,NA,NA,NA,NA,NA,NA,44,NA,19,43,NA,NA,65,24,NA
"6792",95,95,95,95,95,95,90,30,75,31,56,31,36,90,50,"lightly favorable"
"6793",100,80,100,95,90,100,90,100,95,96,0,95,70,90,0,"favorable"
"6794",83,NA,93,76,50,NA,98,NA,50,43,55,66,48,99,79,"unfavorable"
"6795",77,94,82,90,13,77,98,29,78,32,28,51,28,86,28,"favorable"
"6796",NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6797",81,77,76,59,9,76,78,29,81,6,9,80,3,97,16,"favorable"
"6798",99,NA,9,NA,NA,96,NA,9,NA,0,NA,98,NA,100,NA,NA
"6799",19,97,99,99,4,96,19,14,56,1,6,53,5,93,62,"lightly favorable"
"6800",80,81,70,80,66,90,94,27,60,0,17,70,12,90,80,"lightly favorable"
"6801",93,88,65,85,NA,90,100,52,0,NA,NA,50,10,100,55,"strongly unfaborable"
"6802",72,34,90,91,90,69,39,91,79,94,9,96,93,54,2,"favorable"
"6803",91,100,21,100,NA,100,100,NA,NA,NA,99,NA,NA,100,81,NA
"6804",75,100,50,75,25,100,100,0,25,NA,75,50,NA,100,100,"strongly unfaborable"
"6805",99,0,100,100,99,100,99,100,100,99,0,99,100,0,0,"favorable"
"6806",97,68,87,95,74,92,56,90,93,89,18,81,91,77,2,"favorable"
"6807",95,78,86,79,80,82,38,94,80,80,9,93,82,79,13,"favorable"
"6808",73,78,70,99,65,99,2,51,51,2,2,99,51,48,2,"lightly favorable"
"6809",13,99,3,19,0,27,81,51,3,0,0,8,93,99,100,"strongly unfaborable"
"6810",53,49,50,56,51,50,24,51,66,66,8,52,55,51,3,"lightly favorable"
"6811",100,100,100,100,27,100,100,19,51,50,50,51,50,99,NA,"lightly favorable"
"6812",90,86,31,79,58,58,84,24,34,NA,23,82,67,82,NA,"unfavorable"
"6813",0,98,3,2,5,100,2,48,3,0,0,0,95,1,78,"strongly unfaborable"
"6814",99,99,99,99,15,99,15,93,69,95,13,99,96,58,0,"lightly favorable"
"6815",100,100,41,80,30,83,99,74,27,100,9,99,91,81,NA,"unfavorable"
"6816",51,55,50,50,51,52,50,23,50,16,39,49,15,97,13,"unfavorable"
"6817",51,NA,11,51,10,10,81,NA,13,NA,NA,NA,NA,51,NA,"strongly unfaborable"
"6818",31,41,81,9,6,50,96,22,60,90,0,1,100,56,NA,"lightly favorable"
"6819",94,100,40,48,58,64,100,66,47,9,19,100,9,86,14,"unfavorable"
"6820",60,50,60,61,50,49,70,40,78,60,29,51,12,20,23,"favorable"
"6821",50,55,48,51,42,51,63,9,51,7,49,50,9,87,50,"lightly favorable"
"6822",17,94,94,97,91,75,85,59,81,4,59,88,93,96,77,"favorable"
"6823",NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA
"6824",95,90,98,85,75,97,98,100,70,95,70,90,95,90,5,"lightly favorable"
"6825",78,94,100,90,60,100,90,41,94,15,51,76,27,92,6,"favorable"
"6826",2,78,14,38,2,62,38,15,1,0,47,13,64,95,55,"strongly unfaborable"
"6827",81,99,97,72,56,91,56,57,85,65,50,91,89,71,NA,"favorable"
"6828",50,77,51,82,86,78,99,78,94,68,51,79,72,71,NA,"favorable"
"6829",99,69,89,96,31,92,28,91,95,83,38,89,99,69,4,"favorable"
"6830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6831",97,82,89,82,89,91,88,92,96,92,NA,92,82,77,NA,"favorable"
"6832",91,31,16,91,90,51,50,11,5,91,9,30,51,80,11,"strongly unfaborable"
"6833",50,53,50,50,NA,28,100,6,9,29,5,NA,60,69,6,"strongly unfaborable"
"6834",64,78,26,52,21,26,100,17,4,7,52,2,46,83,50,"strongly unfaborable"
"6835",99,99,100,100,80,99,50,50,99,80,10,100,30,99,100,"favorable"
"6836",73,100,50,76,1,100,100,1,1,1,50,3,1,100,50,"strongly unfaborable"
"6837",83,57,88,80,66,87,50,53,88,56,7,89,73,76,1,"favorable"
"6838",20,79,50,52,0,49,74,28,30,1,26,7,50,55,50,"unfavorable"
"6839",56,57,56,55,52,59,39,13,56,5,12,55,25,81,NA,"lightly favorable"
"6840",65,75,65,80,40,45,50,1,50,45,45,50,5,25,50,"unfavorable"
"6841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"6842",84,76,74,84,75,86,95,41,90,0,21,11,5,94,20,"favorable"
"6843",80,80,97,80,80,85,61,81,81,91,28,81,79,39,4,"favorable"
"6844",100,99,99,91,82,100,100,78,87,NA,33,98,78,100,9,"favorable"
"6845",80,86,86,71,32,91,95,75,56,6,22,41,60,94,6,"lightly favorable"
"6846",50,50,50,50,29,100,99,51,5,50,3,3,29,100,NA,"strongly unfaborable"
"6847",5,90,81,76,50,10,90,10,50,0,50,0,11,25,100,"unfavorable"
"6848",70,50,76,66,51,59,20,98,60,50,6,89,91,89,NA,"lightly favorable"
"6849",26,51,66,94,3,81,80,18,50,1,53,70,3,97,6,"unfavorable"
"6850",94,97,98,99,99,95,96,98,99,100,8,3,13,98,8,"favorable"
"6851",85,90,82,87,82,78,78,74,66,74,31,81,46,88,2,"lightly favorable"
"6852",50,50,31,49,51,51,51,50,23,51,51,19,39,51,NA,"strongly unfaborable"
"6853",72,96,86,87,40,83,90,30,NA,12,50,45,45,94,10,NA
"6854",96,99,85,97,2,89,91,81,66,56,65,87,79,98,NA,"lightly favorable"
"6855",60,61,53,59,51,56,58,58,57,75,65,59,56,74,37,"lightly favorable"
"6856",73,NA,29,50,31,47,12,28,66,74,0,34,70,3,0,"lightly favorable"
"6857",50,79,50,50,53,49,66,51,51,50,43,50,39,63,41,"lightly favorable"
"6858",46,50,75,95,50,81,87,14,72,29,2,40,67,65,10,"lightly favorable"
"6859",50,63,61,51,48,80,52,47,58,8,41,81,44,77,57,"lightly favorable"
"6860",29,NA,3,25,1,64,81,80,1,1,64,95,79,96,NA,"strongly unfaborable"
"6861",90,12,99,99,100,98,99,11,100,4,NA,40,20,97,32,"favorable"
"6862",50,51,50,50,50,50,69,70,79,31,4,50,50,49,21,"favorable"
"6863",90,80,84,91,72,90,76,71,71,50,12,NA,48,74,10,"lightly favorable"
"6864",99,95,96,90,81,94,91,95,90,95,11,99,100,100,7,"favorable"
"6865",75,75,75,75,75,50,26,90,75,75,6,75,90,75,0,"lightly favorable"
"6866",48,73,30,31,0,50,18,72,15,30,NA,50,87,42,NA,"strongly unfaborable"
"6867",53,50,52,48,24,62,61,51,23,11,45,60,26,84,43,"strongly unfaborable"
"6868",59,69,51,63,13,88,94,50,43,21,38,25,62,75,27,"unfavorable"
"6869",100,54,84,83,73,75,64,100,74,74,45,100,100,100,43,"lightly favorable"
"6870",94,94,80,99,59,99,98,70,2,91,77,99,47,99,NA,"strongly unfaborable"
"6871",99,76,61,59,28,87,97,23,13,14,31,73,50,100,NA,"strongly unfaborable"
"6872",97,100,96,99,99,97,94,97,NA,95,48,97,95,65,52,NA
"6873",79,79,89,79,71,66,90,50,50,0,12,59,80,98,22,"unfavorable"
"6874",81,80,77,81,83,76,72,83,79,65,66,83,57,81,0,"favorable"
"6875",100,82,81,78,66,98,100,56,82,80,76,53,80,92,2,"favorable"
"6876",100,96,100,100,93,100,3,100,100,90,84,100,7,81,11,"favorable"
"6877",80,75,80,80,70,70,61,100,90,100,1,100,70,50,0,"favorable"
"6878",75,91,91,95,32,100,92,29,63,39,35,NA,53,80,20,"lightly favorable"
"6879",100,100,100,100,NA,100,100,50,100,27,24,100,31,100,NA,"favorable"
"6880",40,50,69,50,1,80,80,NA,46,NA,10,50,NA,80,30,"unfavorable"
"6881",100,96,96,96,85,98,100,100,85,100,46,95,90,87,30,"favorable"
"6882",50,40,50,50,50,50,40,90,50,50,0,80,75,50,0,"unfavorable"
"6883",28,97,44,66,6,91,98,25,10,2,8,60,78,97,50,"strongly unfaborable"
"6884",86,100,80,78,10,99,99,4,48,3,NA,NA,49,99,100,"unfavorable"
"6885",100,100,100,100,100,100,21,100,100,100,8,100,100,31,0,"favorable"
"6886",13,95,46,9,51,71,79,28,20,4,75,19,3,99,5,"strongly unfaborable"
"6887",97,91,51,92,26,100,95,30,28,9,72,96,42,93,NA,"unfavorable"
"6888",52,50,53,50,32,50,53,55,52,18,50,100,13,75,48,"lightly favorable"
"6889",87,81,83,100,89,91,80,52,91,4,94,53,7,98,89,"favorable"
"6890",90,90,88,89,79,90,88,43,80,50,40,88,45,78,31,"favorable"
"6891",54,91,93,59,24,51,97,28,46,7,52,51,23,94,26,"unfavorable"
"6892",90,20,91,95,89,80,81,75,90,97,1,82,82,32,0,"favorable"
"6893",51,50,50,50,50,51,0,50,50,1,1,90,50,50,0,"unfavorable"
"6894",95,95,95,95,25,95,95,25,75,50,22,50,95,75,25,"lightly favorable"
"6895",94,93,95,95,97,91,97,72,95,99,0,99,50,25,28,"favorable"
"6896",79,56,82,76,78,78,82,55,80,77,1,99,81,80,1,"favorable"
"6897",50,NA,95,100,29,NA,NA,68,100,NA,NA,100,NA,54,NA,"favorable"
"6898",100,100,100,100,51,99,100,NA,51,NA,38,53,NA,100,51,"lightly favorable"
"6899",52,50,52,50,53,53,50,83,79,50,21,100,99,51,1,"favorable"
"6900",76,66,92,80,72,78,100,31,71,22,16,46,77,99,25,"lightly favorable"
"6901",63,70,59,75,40,88,64,50,61,0,5,60,59,91,66,"lightly favorable"
"6902",93,94,88,94,41,93,94,19,62,3,33,19,33,88,71,"lightly favorable"
"6903",88,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,99,59,NA,"unfavorable"
"6904",50,50,50,50,0,50,0,50,50,0,0,50,25,50,0,"unfavorable"
"6905",81,73,76,81,78,100,51,81,69,87,27,79,93,47,3,"lightly favorable"
"6906",90,90,90,90,26,90,26,10,50,1,50,26,2,100,NA,"unfavorable"
"6907",28,100,1,14,1,79,100,8,1,2,1,1,39,98,48,"strongly unfaborable"
"6908",99,98,100,100,51,100,100,82,100,50,97,96,100,88,NA,"favorable"
"6909",100,77,100,100,100,100,91,66,100,100,56,96,82,76,6,"favorable"
"6910",98,52,100,98,98,98,49,78,100,98,3,99,97,50,0,"favorable"
"6911",91,90,84,89,41,87,82,28,51,2,46,79,3,95,1,"lightly favorable"
"6912",75,75,75,75,69,75,70,69,75,52,30,75,69,52,1,"lightly favorable"
"6913",70,90,86,66,9,80,95,70,55,46,31,11,40,90,NA,"lightly favorable"
"6914",79,78,76,79,28,82,50,83,77,28,52,91,40,99,31,"favorable"
"6915",83,NA,84,82,78,NA,97,56,70,NA,12,NA,69,80,3,"lightly favorable"
"6916",94,95,78,86,79,96,100,39,79,28,79,48,44,90,NA,"favorable"
"6917",NA,100,NA,43,NA,47,83,NA,34,NA,79,NA,100,91,55,"unfavorable"
"6918",96,91,90,90,11,100,91,2,12,3,32,3,1,97,50,"strongly unfaborable"
"6919",90,91,90,90,90,90,91,86,90,91,20,91,100,97,NA,"favorable"
"6920",71,80,81,60,70,60,21,71,80,50,3,50,50,50,1,"favorable"
"6921",79,70,70,80,50,80,81,50,61,22,50,70,80,100,3,"lightly favorable"
"6922",50,50,100,50,50,50,51,53,50,50,5,50,50,85,52,"unfavorable"
"6923",100,76,100,91,96,96,50,100,100,100,15,100,73,NA,1,"favorable"
"6924",62,73,65,NA,44,84,89,63,82,NA,68,67,18,59,73,"favorable"
"6925",71,88,70,78,60,71,81,60,43,NA,71,70,60,69,NA,"unfavorable"
"6926",75,75,77,73,60,75,50,77,60,12,73,15,37,73,14,"lightly favorable"
"6927",90,97,85,91,89,90,94,88,93,10,3,87,94,89,5,"favorable"
"6928",69,80,70,81,51,80,80,76,80,51,21,51,91,96,49,"favorable"
"6929",81,81,81,80,66,81,81,82,80,90,32,78,89,78,12,"favorable"
"6930",39,88,21,53,21,59,51,50,31,53,47,89,42,80,NA,"unfavorable"
"6931",70,70,70,70,31,70,70,52,50,2,70,51,40,100,NA,"unfavorable"
"6932",97,92,61,82,28,84,93,28,62,13,52,45,39,94,85,"lightly favorable"
"6933",90,90,90,90,90,90,90,90,90,75,NA,90,80,85,NA,"favorable"
"6934",82,44,100,100,100,100,56,100,100,7,0,100,NA,51,1,"favorable"
"6935",100,100,100,100,100,100,100,100,100,100,63,100,72,100,NA,"favorable"
"6936",80,80,80,70,40,80,80,30,80,6,70,80,50,90,80,"favorable"
"6937",64,76,52,77,16,77,78,49,26,10,50,27,5,76,50,"unfavorable"
"6938",78,59,84,79,75,81,58,66,63,56,38,93,60,58,2,"lightly favorable"
"6939",81,80,71,80,49,100,90,NA,80,51,32,87,80,89,NA,"favorable"
"6940",80,75,90,95,71,100,25,70,91,70,10,91,75,75,0,"favorable"
"6941",73,87,59,69,89,79,91,66,79,NA,6,79,58,92,0,"favorable"
"6942",42,97,84,55,41,92,57,90,89,11,11,100,74,90,NA,"favorable"
"6943",98,97,94,99,51,51,2,100,6,94,1,100,74,93,0,"strongly unfaborable"
"6944",82,91,87,91,66,79,91,77,82,56,73,89,54,94,NA,"favorable"
"6945",81,79,79,90,31,91,89,50,41,70,41,69,32,80,NA,"unfavorable"
"6946",97,78,80,73,69,76,80,71,88,88,51,100,51,91,41,"favorable"
"6947",50,51,50,50,50,51,51,31,51,4,45,50,21,94,21,"lightly favorable"
"6948",68,93,51,34,9,97,98,87,12,0,44,69,79,100,40,"strongly unfaborable"
"6949",85,85,85,85,60,85,85,5,84,1,50,85,25,95,1,"favorable"
"6950",100,94,92,99,68,100,96,96,84,88,47,99,99,95,41,"favorable"
"6951",80,81,77,74,40,80,89,10,50,9,50,3,9,90,3,"unfavorable"
"6952",98,98,98,98,75,100,100,0,51,0,50,50,0,98,0,"lightly favorable"
"6953",70,80,71,99,80,50,1,90,69,1,1,69,100,41,1,"lightly favorable"
"6954",24,75,21,16,1,25,27,1,1,1,18,1,1,77,2,"strongly unfaborable"
"6955",70,62,65,59,62,57,63,74,56,67,39,81,28,85,50,"lightly favorable"
"6956",100,100,100,100,100,100,100,100,100,95,31,100,99,46,0,"favorable"
"6957",90,91,99,99,89,99,81,99,99,69,1,82,78,100,2,"favorable"
"6958",50,50,50,50,41,50,41,50,50,40,1,50,42,90,1,"unfavorable"
"6959",84,76,86,75,56,79,97,67,51,81,13,30,99,96,50,"lightly favorable"
"6960",90,91,92,91,90,90,91,90,90,90,6,91,89,90,0,"favorable"
"6961",50,48,51,47,49,45,45,50,53,NA,72,52,30,98,51,"lightly favorable"
"6962",100,100,100,100,78,100,100,19,45,NA,100,100,NA,100,95,"unfavorable"
"6963",NA,89,51,90,1,78,91,1,48,1,51,38,2,96,77,"unfavorable"
"6964",64,50,3,31,3,10,54,2,2,34,50,1,53,50,50,"strongly unfaborable"
"6965",100,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,"favorable"
"6966",99,100,91,89,27,99,100,30,50,1,89,79,6,99,50,"unfavorable"
"6967",62,40,55,2,51,97,1,98,52,10,2,70,100,2,1,"lightly favorable"
"6968",100,100,100,100,100,100,100,100,75,100,80,100,100,100,0,"lightly favorable"
"6969",97,97,97,97,95,97,94,50,95,1,80,89,31,99,10,"favorable"
"6970",65,91,89,90,51,91,81,4,50,0,50,51,12,100,50,"unfavorable"
"6971",75,75,75,75,76,76,51,95,80,85,11,85,61,75,10,"favorable"
"6972",88,98,100,69,9,89,98,41,0,0,12,20,10,100,12,"strongly unfaborable"
"6973",83,84,81,84,80,86,91,83,78,31,27,98,50,97,2,"favorable"
"6974",66,66,66,71,42,52,70,20,67,9,10,64,41,91,70,"lightly favorable"
"6975",79,82,51,51,50,79,91,50,66,38,51,86,44,80,52,"lightly favorable"
"6976",90,91,90,90,81,90,90,18,76,31,91,5,91,91,NA,"favorable"
"6977",68,32,64,73,68,33,23,57,75,57,1,87,88,24,0,"lightly favorable"
"6978",48,79,57,74,25,57,74,40,40,9,41,50,20,58,59,"unfavorable"
"6979",50,51,50,51,39,77,97,40,50,30,50,16,42,79,51,"unfavorable"
"6980",51,51,51,52,0,53,51,1,0,0,0,0,0,53,NA,"strongly unfaborable"
"6981",4,98,72,6,6,NA,70,98,6,5,6,72,54,72,5,"strongly unfaborable"
"6982",81,71,80,77,81,84,69,80,78,84,51,81,83,76,83,"favorable"
"6983",76,81,61,36,21,66,94,11,11,0,3,21,5,89,NA,"strongly unfaborable"
"6984",100,100,100,100,20,100,100,2,21,0,7,4,3,100,2,"strongly unfaborable"
"6985",62,79,57,52,40,95,99,42,50,40,51,99,47,99,50,"unfavorable"
"6986",50,51,66,75,25,90,100,1,6,0,NA,0,51,100,50,"strongly unfaborable"
"6987",88,40,42,53,70,29,68,75,15,48,55,83,71,41,88,"strongly unfaborable"
"6988",59,83,53,62,21,98,100,58,59,51,41,50,NA,NA,73,"lightly favorable"
"6989",50,100,3,51,50,50,31,50,1,51,0,51,4,50,51,"strongly unfaborable"
"6990",76,51,75,75,76,98,6,49,76,51,1,100,80,76,1,"favorable"
"6991",100,80,85,99,89,65,100,52,98,99,5,84,17,28,69,"favorable"
"6992",4,98,10,NA,0,20,59,52,2,NA,NA,51,31,30,NA,"strongly unfaborable"
"6993",95,95,95,95,50,95,50,100,95,95,0,95,100,95,0,"favorable"
"6994",50,50,96,50,98,50,50,68,93,79,26,50,NA,52,NA,"favorable"
"6995",50,79,52,51,46,87,90,77,39,30,18,28,68,89,30,"unfavorable"
"6996",53,100,100,100,NA,100,96,NA,25,NA,82,NA,NA,100,NA,"strongly unfaborable"
"6997",37,64,41,57,21,53,72,13,34,0,49,0,28,95,NA,"unfavorable"
"6998",91,99,99,99,NA,100,99,50,91,0,52,0,26,100,NA,"favorable"
"6999",90,100,81,85,51,90,100,50,60,5,41,50,31,96,75,"lightly favorable"
"7000",1,95,70,75,0,80,100,0,0,0,11,0,11,100,90,"strongly unfaborable"
"7001",90,93,91,99,86,90,93,56,81,6,50,87,74,98,NA,"favorable"
"7002",70,84,74,78,3,74,90,1,53,0,62,76,79,100,55,"lightly favorable"
"7003",74,78,66,78,0,80,90,0,0,0,12,70,82,100,100,"strongly unfaborable"
"7004",83,NA,86,75,69,86,84,87,89,79,49,81,49,92,1,"favorable"
"7005",99,99,99,100,51,99,99,NA,35,NA,98,99,NA,98,NA,"unfavorable"
"7006",78,48,50,100,13,52,89,6,24,NA,46,40,12,81,78,"strongly unfaborable"
"7007",48,81,53,62,50,92,92,8,47,0,41,70,27,99,33,"unfavorable"
"7008",52,71,66,54,20,71,69,56,81,55,49,30,59,80,20,"favorable"
"7009",99,51,100,99,99,96,98,53,100,30,53,99,28,92,5,"favorable"
"7010",NA,100,NA,90,90,100,90,90,89,80,65,90,95,NA,1,"favorable"
"7011",58,77,75,78,NA,71,96,51,54,50,19,53,77,89,5,"lightly favorable"
"7012",60,71,50,81,60,NA,50,15,50,10,50,50,20,81,10,"unfavorable"
"7013",95,75,100,100,92,100,87,70,75,66,20,100,55,75,0,"lightly favorable"
"7014",75,NA,NA,75,NA,80,NA,60,27,9,50,45,55,NA,NA,"unfavorable"
"7015",25,75,51,24,10,50,97,1,25,1,25,10,2,98,50,"strongly unfaborable"
"7016",25,96,29,65,8,97,98,7,19,3,79,11,8,100,80,"strongly unfaborable"
"7017",97,97,97,97,97,97,97,97,97,97,0,97,97,12,0,"favorable"
"7018",85,80,56,49,52,76,55,84,52,86,70,70,65,51,29,"lightly favorable"
"7019",NA,90,NA,NA,NA,42,NA,50,41,28,NA,NA,NA,75,80,"unfavorable"
"7020",95,100,90,81,0,99,100,1,0,0,30,98,25,100,100,"strongly unfaborable"
"7021",75,97,94,95,98,81,50,52,6,4,51,80,NA,100,NA,"strongly unfaborable"
"7022",90,80,90,21,31,90,90,50,30,0,80,89,6,100,90,"unfavorable"
"7023",90,100,100,100,50,50,90,75,90,100,50,90,100,100,75,"favorable"
"7024",NA,NA,NA,NA,NA,NA,87,53,NA,10,49,NA,55,90,NA,NA
"7025",51,51,81,51,50,90,91,70,66,48,30,56,71,80,21,"lightly favorable"
"7026",79,100,100,100,100,99,100,100,100,100,77,100,54,100,13,"favorable"
"7027",100,52,78,91,78,70,50,1,79,NA,25,50,NA,96,NA,"favorable"
"7028",83,97,67,93,92,89,98,100,99,14,1,99,68,90,1,"favorable"
"7029",79,50,42,87,50,80,31,50,49,2,NA,100,76,100,1,"unfavorable"
"7030",51,49,53,53,NA,53,NA,89,84,54,NA,51,NA,54,1,"favorable"
"7031",NA,76,25,48,13,99,44,29,27,4,24,78,28,NA,NA,"unfavorable"
"7032",NA,NA,NA,NA,NA,NA,98,NA,86,NA,NA,20,NA,84,NA,"favorable"
"7033",79,100,100,88,37,100,100,42,28,1,65,60,23,100,NA,"unfavorable"
"7034",61,85,16,55,23,81,75,33,28,6,14,19,21,71,7,"unfavorable"
"7035",97,94,97,99,71,100,100,85,73,100,47,13,81,96,49,"lightly favorable"
"7036",75,77,90,94,57,94,93,41,74,41,50,62,40,72,30,"lightly favorable"
"7037",11,11,38,NA,19,9,14,10,17,NA,12,16,29,13,22,"strongly unfaborable"
"7038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7039",60,88,49,60,6,89,69,69,50,14,10,75,21,63,37,"unfavorable"
"7040",51,50,51,51,50,51,51,50,50,45,39,51,58,55,33,"unfavorable"
"7041",65,89,70,70,51,90,90,50,49,2,25,50,25,90,3,"unfavorable"
"7042",80,80,80,82,85,88,4,100,85,80,0,100,95,100,NA,"favorable"
"7043",96,100,75,100,47,100,62,NA,100,47,NA,95,97,NA,NA,"favorable"
"7044",22,100,38,49,8,79,82,19,28,13,5,53,54,56,3,"unfavorable"
"7045",37,81,59,70,20,68,82,13,51,9,54,51,31,71,66,"lightly favorable"
"7046",51,54,61,51,8,70,100,50,51,30,22,31,49,99,NA,"lightly favorable"
"7047",25,31,21,5,0,0,10,0,11,0,0,5,6,10,0,"strongly unfaborable"
"7048",51,62,61,22,50,50,49,65,50,67,44,50,77,79,NA,"unfavorable"
"7049",100,100,96,100,74,100,98,86,95,100,NA,98,NA,97,NA,"favorable"
"7050",100,86,88,100,99,100,99,73,87,97,47,97,51,48,100,"favorable"
"7051",79,79,81,91,82,89,66,77,80,81,51,89,81,82,0,"favorable"
"7052",80,6,80,50,20,50,50,85,20,50,22,50,0,0,50,"strongly unfaborable"
"7053",78,81,80,99,61,80,31,79,61,47,49,96,31,79,30,"lightly favorable"
"7054",65,64,64,91,54,86,28,78,81,66,52,91,69,64,4,"favorable"
"7055",98,20,99,99,89,97,25,95,100,90,20,100,100,50,0,"favorable"
"7056",88,87,87,80,83,86,100,47,86,30,58,85,59,88,60,"favorable"
"7057",94,94,94,91,22,94,94,4,28,30,50,44,13,91,7,"unfavorable"
"7058",90,80,71,70,50,80,99,80,50,100,50,51,50,79,50,"unfavorable"
"7059",65,70,80,82,40,80,91,30,65,4,46,10,46,96,15,"lightly favorable"
"7060",61,70,63,66,63,76,80,35,71,29,28,70,50,65,63,"lightly favorable"
"7061",64,66,46,73,50,85,88,32,73,5,68,51,6,95,NA,"lightly favorable"
"7062",52,50,50,61,50,70,27,91,51,68,10,63,91,81,5,"lightly favorable"
"7063",100,56,91,61,70,100,100,70,81,100,42,NA,60,61,50,"favorable"
"7064",58,74,59,50,44,67,78,49,50,42,27,48,59,75,0,"unfavorable"
"7065",81,49,91,79,10,79,89,25,81,6,49,50,22,100,50,"favorable"
"7066",79,90,81,91,2,91,90,31,80,0,79,5,4,95,50,"favorable"
"7067",97,94,80,86,73,91,94,57,62,31,52,72,23,96,NA,"lightly favorable"
"7068",29,99,99,50,51,99,99,50,80,30,50,100,50,99,NA,"favorable"
"7069",98,100,94,94,95,97,98,98,69,96,80,85,99,97,91,"lightly favorable"
"7070",51,51,51,51,0,0,0,51,51,75,0,81,69,49,0,"lightly favorable"
"7071",79,100,28,78,69,100,92,60,50,78,9,12,100,51,50,"unfavorable"
"7072",96,35,95,95,95,85,21,90,100,80,16,100,46,45,1,"favorable"
"7073",50,50,50,50,52,50,0,50,50,50,25,50,75,25,0,"unfavorable"
"7074",91,91,91,91,95,91,75,85,100,80,41,90,50,100,40,"favorable"
"7075",88,91,90,79,88,89,73,91,75,82,35,95,72,77,0,"lightly favorable"
"7076",50,50,50,50,50,50,56,50,50,50,50,50,50,63,50,"unfavorable"
"7077",66,94,5,5,NA,24,91,3,3,NA,3,2,NA,69,2,"strongly unfaborable"
"7078",76,2,28,15,0,14,83,0,31,100,1,0,36,0,0,"unfavorable"
"7079",96,79,100,100,92,100,50,100,92,78,61,100,74,94,4,"favorable"
"7080",78,79,55,100,69,49,89,NA,53,NA,13,2,NA,100,NA,"lightly favorable"
"7081",66,100,26,67,1,76,100,50,0,0,40,2,26,100,50,"strongly unfaborable"
"7082",99,51,99,100,99,100,3,100,100,100,49,100,79,50,3,"favorable"
"7083",75,75,75,75,50,75,95,70,50,15,10,75,50,85,51,"unfavorable"
"7084",NA,95,11,51,0,88,99,6,0,NA,0,0,1,94,NA,"strongly unfaborable"
"7085",85,100,72,71,22,98,98,3,27,2,13,7,79,96,NA,"unfavorable"
"7086",89,70,71,51,11,81,100,50,22,2,51,72,22,99,59,"strongly unfaborable"
"7087",91,50,90,100,77,78,NA,100,97,100,NA,100,100,22,NA,"favorable"
"7088",84,69,70,80,65,84,78,79,NA,50,38,83,91,87,51,NA
"7089",6,78,12,NA,53,99,6,10,5,5,NA,6,4,89,NA,"strongly unfaborable"
"7090",62,75,72,86,42,75,73,38,81,15,41,50,50,84,NA,"favorable"
"7091",81,81,79,59,80,51,100,100,96,6,4,50,51,100,21,"favorable"
"7092",91,91,88,87,82,90,93,89,95,92,57,88,80,96,54,"favorable"
"7093",91,99,82,84,64,93,100,50,NA,19,45,50,75,99,NA,NA
"7094",50,75,90,81,50,60,90,NA,50,NA,50,80,50,60,NA,"unfavorable"
"7095",50,90,55,94,10,90,97,25,80,20,60,21,41,90,76,"favorable"
"7096",50,100,1,50,5,80,99,50,1,5,5,99,0,100,4,"strongly unfaborable"
"7097",67,93,60,83,NA,79,99,27,51,NA,NA,NA,NA,99,NA,"lightly favorable"
